,next_stop_distance,total_waiting_time,wifi_count,honks,rsi,zone_highway,zone_market_place,zone_normal_city,time_level_1,time_level_2,time_level_3,time_level_4,Population_density_dense,Population_density_medium,Population_density_sparse,Weekend/day_Week-day,Weekend/day_Week-end,Turn
0,0.15253334617676997,0.001584786053882726,0.0,0.0,0.5183842376147234,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
1,0.042200303293040385,0.009508716323296355,0.09090909090909091,0.0,0.4372281587137973,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
2,0.25050338855551824,0.00792393026941363,0.15584415584415584,0.0,0.5575369180351697,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
3,0.0014678985744256412,0.001584786053882726,0.0,0.0,0.5148196131215611,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
4,0.16018625914623905,0.001584786053882726,0.0,0.00012367351065471386,0.5625454321576452,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
5,0.16392142895120315,0.014263074484944533,0.0,0.08071748878923767,0.5037077325443853,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
6,0.036028593575574606,0.001584786053882726,0.0,0.0,0.4348537248840624,0.9638067598014197,0.03619324019858028,0.0,0.0,1.0,0.0,0.0,0.0,0.03619324019858028,0.9638067598014197,0.9638067598014197,0.03619324019858028,1
7,0.02601786469952049,0.001584786053882726,0.0,0.0,0.6694174722349119,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
8,0.15091078110561987,0.006339144215530904,0.03896103896103896,0.008968609865470852,0.5160958928690758,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
9,0.11332821052522297,0.01584786053882726,0.33766233766233766,0.0,0.47703731702668717,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
10,0.07603274096760369,0.001584786053882726,0.015424687296324726,0.0036425967631524493,0.4702242398999943,0.0,0.5938504609085019,0.4061495390914981,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5938504609085019,0.4061495390914981,1
11,0.0017694570637018826,0.006339144215530904,0.0,0.0,0.5153477439323911,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
12,0.14388436950685438,0.003169572107765452,0.1168831168831169,0.0,0.5493065242809345,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
13,0.0423936117520474,0.011093502377179081,0.09090909090909091,0.026905829596412557,0.49235543501090323,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
14,0.07555767957933623,0.0019440207112003587,0.037749458117788376,0.0,0.5762392620012246,0.0,0.7733229312325738,0.22667706876742622,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
15,0.0017159966339448766,0.001584786053882726,0.0,0.001432387053751774,0.573503492815319,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
16,0.25435461943863985,0.006339144215530904,0.0,0.0,0.5025745325876207,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
17,0.06259094094030593,0.0020271333492225875,0.1313829165381534,0.0,0.464884882563972,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
18,0.2604472678479725,0.0036027866547803846,0.03307424361471228,0.0,0.48508496100296145,1.0,0.0,0.0,0.6366791895832113,0.0,0.0,0.36332081041678865,0.0,0.36332081041678865,0.6366791895832113,1.0,0.0,1
19,0.03143716088061071,0.001584786053882726,0.011190409257715387,0.0025759686482633324,0.522469886914233,0.0,1.0,0.0,0.0,0.7127794957186384,0.0,0.2872205042813616,0.0,1.0,0.0,0.2872205042813616,0.7127794957186384,1
20,0.10286219531761162,0.014486924176066686,0.4315796762380754,0.0,0.5601455815830106,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6045192957616863,0.3954807042383137,1
21,0.12619937636261283,0.030110935023771792,0.18181818181818182,0.0,0.5320214853163073,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
22,0.024417211572342248,0.004754358161648178,0.0,0.02242152466367713,0.521178679192223,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
23,0.08301051248623399,0.0364500792393027,0.12987012987012989,0.047405348190922465,0.5347035214856843,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
24,0.007975619699292235,0.04120443740095087,0.18181818181818182,0.0,0.5087394599788115,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
25,0.013250694913374269,0.001584786053882726,0.0,0.0,0.5295400113025351,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
26,0.009771168135489113,0.039619651347068144,0.025974025974025976,0.0,0.5268243379752278,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
27,0.19631054200681367,0.003169572107765452,0.0,0.013374135075718736,0.5149779710297888,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
28,0.026355257926230335,0.03486529318541997,0.12987012987012989,0.0,0.5474950599083903,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
29,0.06709335426151956,0.001584786053882726,0.0,0.0,0.4870765957262609,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
30,0.006363239438609703,0.001584786053882726,0.0,0.0017995968451530611,0.40548049127618324,0.0,0.0,1.0,0.0,0.5986899035308674,0.0,0.4013100964691326,0.0,1.0,0.0,0.0,1.0,1
31,0.06759731820988271,0.001584786053882726,0.0,0.0,0.4808079748433154,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
32,0.025864156486862057,0.006339144215530904,0.0,0.0,0.5121954834028445,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
33,0.11756637549401124,0.014263074484944533,0.09090909090909091,0.06726457399103139,0.5367945810142168,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
34,0.025451885190333836,0.00792393026941363,0.19480519480519481,0.0,0.46688170224248154,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
35,0.001745941099987906,0.020602218700475437,0.14285714285714288,0.05829596412556054,0.5389163562111295,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
36,0.042200303293040385,0.009508716323296355,0.09090909090909091,0.026905829596412557,0.4372281587137973,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
37,0.0026972863642294757,0.001584786053882726,0.0,0.0,0.5036638394337494,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
38,0.12396030663535702,0.0038400875697336043,0.0,0.0,0.48572587793269484,0.0,0.0,1.0,0.0,0.711547628250952,0.0,0.28845237174904803,0.0,1.0,0.0,1.0,0.0,1
39,0.00696661252220154,0.001584786053882726,0.0,0.0,0.7532509539150529,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
