,next_stop_distance,total_waiting_time,wifi_count,honks,rsi,zone_highway,zone_market_place,zone_normal_city,time_level_1,time_level_2,time_level_3,time_level_4,Population_density_dense,Population_density_medium,Population_density_sparse,Weekend/day_Week-day,Weekend/day_Week-end,norm_road
0,0.0009511686969457664,0.004754358161648178,0.025974025974025976,0.0,0.7399010269482438,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
1,0.18176664744976403,0.006339144215530904,0.09090909090909091,0.0,0.0894092626008321,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2,0.031318227177649066,0.003169572107765452,0.0,0.017937219730941704,0.7125580392223803,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
3,0.0958909276222166,0.0020664049323696637,0.0,0.0,0.6701275767916761,0.0,0.0,1.0,0.0,0.6960984876747423,0.0,0.30390151232525775,0.0,1.0,0.0,1.0,0.0,1
4,0.022056560346268895,0.001584786053882726,0.0,0.004484304932735426,0.9916282522344184,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
5,0.011295091810664796,0.0032607497105245904,0.1971891964886287,0.004226309115062705,0.8139094656874326,0.0,0.0,1.0,0.0,0.5287665336705084,0.0,0.4712334663294916,0.0,1.0,0.0,0.4712334663294916,0.5287665336705084,1
6,0.09320477049539415,0.003169572107765452,0.0,0.008968609865470852,0.7426643370880455,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
7,0.1432817619905883,0.003169572107765452,0.0,0.0,0.6891589612719595,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
8,0.009771168135489113,0.039619651347068144,0.025974025974025976,0.0,0.7381013589273644,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
9,0.1093825894982862,0.001584786053882726,0.0,0.0056521266469332036,0.8147609111782608,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
